Id,ActivityDate_x,TotalSteps_x,TotalDistance_x,TrackerDistance_x,LoggedActivitiesDistance_x,VeryActiveDistance_x,ModeratelyActiveDistance_x,LightActiveDistance_x,SedentaryActiveDistance_x,VeryActiveMinutes_x,FairlyActiveMinutes_x,LightlyActiveMinutes_x,SedentaryMinutes_x,Calories_x,ActivityDate_y,TotalSteps_y,TotalDistance_y,TrackerDistance_y,LoggedActivitiesDistance_y,VeryActiveDistance_y,ModeratelyActiveDistance_y,LightActiveDistance_y,SedentaryActiveDistance_y,VeryActiveMinutes_y,FairlyActiveMinutes_y,LightlyActiveMinutes_y,SedentaryMinutes_y,Calories_y
1503960366,4/12/2016,13162.0,8.5,8.5,0.0,1.87999999523163,0.550000011920929,6.05999994277954,0.0,25.0,13.0,328.0,728.0,1985.0,4/4/2016,14557,9.80000019073486,9.80000019073486,0.0,3.39000010490417,0.699999988079071,5.69000005722046,0.0,43,18,285,757,2030
1503960366,4/12/2016,13162.0,8.5,8.5,0.0,1.87999999523163,0.550000011920929,6.05999994277954,0.0,25.0,13.0,328.0,728.0,1985.0,4/5/2016,14844,9.72999954223633,9.72999954223633,0.0,2.94000005722046,0.759999990463257,6.03999996185303,0.0,36,18,341,736,2083
1503960366,4/12/2016,13162.0,8.5,8.5,0.0,1.87999999523163,0.550000011920929,6.05999994277954,0.0,25.0,13.0,328.0,728.0,1985.0,4/6/2016,11974,7.67000007629395,7.67000007629395,0.0,2.03999996185303,0.479999989271164,5.15000009536743,0.0,27,12,228,1173,1861
1503960366,4/12/2016,13162.0,8.5,8.5,0.0,1.87999999523163,0.550000011920929,6.05999994277954,0.0,25.0,13.0,328.0,728.0,1985.0,4/7/2016,10198,6.44000005722046,6.44000005722046,0.0,1.20000004768372,0.790000021457672,4.44999980926514,0.0,17,20,195,1208,1755
1503960366,4/12/2016,13162.0,8.5,8.5,0.0,1.87999999523163,0.550000011920929,6.05999994277954,0.0,25.0,13.0,328.0,728.0,1985.0,4/8/2016,12521,7.94000005722046,7.94000005722046,0.0,3.30999994277954,0.899999976158142,3.74000000953674,0.0,46,22,212,1160,1895
1503960366,4/12/2016,13162.0,8.5,8.5,0.0,1.87999999523163,0.550000011920929,6.05999994277954,0.0,25.0,13.0,328.0,728.0,1985.0,4/9/2016,12432,8.10000038146973,8.10000038146973,0.0,2.58999991416931,0.589999973773956,4.92000007629395,0.0,32,15,248,738,1883
1503960366,4/12/2016,13162.0,8.5,8.5,0.0,1.87999999523163,0.550000011920929,6.05999994277954,0.0,25.0,13.0,328.0,728.0,1985.0,4/10/2016,10057,6.98000001907349,6.98000001907349,0.0,4.0,0.490000009536743,2.48000001907349,0.0,44,13,168,737,1755
1503960366,4/12/2016,13162.0,8.5,8.5,0.0,1.87999999523163,0.550000011920929,6.05999994277954,0.0,25.0,13.0,328.0,728.0,1985.0,4/11/2016,10990,7.26000022888184,7.26000022888184,0.0,2.03999996185303,0.569999992847443,4.65000009536743,0.0,26,14,216,855,1811
1503960366,4/12/2016,13162.0,8.5,8.5,0.0,1.87999999523163,0.550000011920929,6.05999994277954,0.0,25.0,13.0,328.0,728.0,1985.0,4/12/2016,224,0.140000000596046,0.140000000596046,0.0,0.0,0.0,0.129999995231628,0.0,0,0,9,32,50
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,3/25/2016,11004,7.1100001335144,7.1100001335144,0.0,2.5699999332428,0.46000000834465,4.07000017166138,0.0,33,12,205,804,1819
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,3/26/2016,17609,11.5500001907349,11.5500001907349,0.0,6.92000007629395,0.730000019073486,3.91000008583069,0.0,89,17,274,588,2154
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,3/27/2016,12736,8.52999973297119,8.52999973297119,0.0,4.65999984741211,0.159999996423721,3.71000003814697,0.0,56,5,268,605,1944
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,3/28/2016,13231,8.93000030517578,8.93000030517578,0.0,3.19000005722046,0.790000021457672,4.94999980926514,0.0,39,20,224,1080,1932
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,3/29/2016,12041,7.84999990463257,7.84999990463257,0.0,2.16000008583069,1.0900000333786,4.6100001335144,0.0,28,28,243,763,1886
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,3/30/2016,10970,7.15999984741211,7.15999984741211,0.0,2.35999989509583,0.509999990463257,4.28999996185303,0.0,30,13,223,1174,1820
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,3/31/2016,12256,7.8600001335144,7.8600001335144,0.0,2.28999996185303,0.490000009536743,5.03999996185303,0.0,33,12,239,820,1889
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,4/1/2016,12262,7.86999988555908,7.86999988555908,0.0,3.3199999332428,0.829999983310699,3.64000010490417,0.0,47,21,200,866,1868
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,4/2/2016,11248,7.25,7.25,0.0,3.0,0.449999988079071,3.74000000953674,0.0,40,11,244,636,1843
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,4/3/2016,10016,6.36999988555908,6.36999988555908,0.0,0.910000026226044,1.27999997138977,4.17999982833862,0.0,15,30,314,655,1850
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,4/4/2016,14557,9.80000019073486,9.80000019073486,0.0,3.39000010490417,0.699999988079071,5.69000005722046,0.0,43,18,285,757,2030
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,4/5/2016,14844,9.72999954223633,9.72999954223633,0.0,2.94000005722046,0.759999990463257,6.03999996185303,0.0,36,18,341,736,2083
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,4/6/2016,11974,7.67000007629395,7.67000007629395,0.0,2.03999996185303,0.479999989271164,5.15000009536743,0.0,27,12,228,1173,1861
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,4/7/2016,10198,6.44000005722046,6.44000005722046,0.0,1.20000004768372,0.790000021457672,4.44999980926514,0.0,17,20,195,1208,1755
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,4/8/2016,12521,7.94000005722046,7.94000005722046,0.0,3.30999994277954,0.899999976158142,3.74000000953674,0.0,46,22,212,1160,1895
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,4/9/2016,12432,8.10000038146973,8.10000038146973,0.0,2.58999991416931,0.589999973773956,4.92000007629395,0.0,32,15,248,738,1883
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,4/10/2016,10057,6.98000001907349,6.98000001907349,0.0,4.0,0.490000009536743,2.48000001907349,0.0,44,13,168,737,1755
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,4/11/2016,10990,7.26000022888184,7.26000022888184,0.0,2.03999996185303,0.569999992847443,4.65000009536743,0.0,26,14,216,855,1811
1503960366,4/13/2016,10735.0,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,4/12/2016,224,0.140000000596046,0.140000000596046,0.0,0.0,0.0,0.129999995231628,0.0,0,0,9,32,50
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,3/25/2016,11004,7.1100001335144,7.1100001335144,0.0,2.5699999332428,0.46000000834465,4.07000017166138,0.0,33,12,205,804,1819
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,3/26/2016,17609,11.5500001907349,11.5500001907349,0.0,6.92000007629395,0.730000019073486,3.91000008583069,0.0,89,17,274,588,2154
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,3/27/2016,12736,8.52999973297119,8.52999973297119,0.0,4.65999984741211,0.159999996423721,3.71000003814697,0.0,56,5,268,605,1944
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,3/28/2016,13231,8.93000030517578,8.93000030517578,0.0,3.19000005722046,0.790000021457672,4.94999980926514,0.0,39,20,224,1080,1932
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,3/29/2016,12041,7.84999990463257,7.84999990463257,0.0,2.16000008583069,1.0900000333786,4.6100001335144,0.0,28,28,243,763,1886
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,3/30/2016,10970,7.15999984741211,7.15999984741211,0.0,2.35999989509583,0.509999990463257,4.28999996185303,0.0,30,13,223,1174,1820
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,3/31/2016,12256,7.8600001335144,7.8600001335144,0.0,2.28999996185303,0.490000009536743,5.03999996185303,0.0,33,12,239,820,1889
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,4/1/2016,12262,7.86999988555908,7.86999988555908,0.0,3.3199999332428,0.829999983310699,3.64000010490417,0.0,47,21,200,866,1868
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,4/2/2016,11248,7.25,7.25,0.0,3.0,0.449999988079071,3.74000000953674,0.0,40,11,244,636,1843
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,4/3/2016,10016,6.36999988555908,6.36999988555908,0.0,0.910000026226044,1.27999997138977,4.17999982833862,0.0,15,30,314,655,1850
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,4/4/2016,14557,9.80000019073486,9.80000019073486,0.0,3.39000010490417,0.699999988079071,5.69000005722046,0.0,43,18,285,757,2030
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,4/5/2016,14844,9.72999954223633,9.72999954223633,0.0,2.94000005722046,0.759999990463257,6.03999996185303,0.0,36,18,341,736,2083
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,4/6/2016,11974,7.67000007629395,7.67000007629395,0.0,2.03999996185303,0.479999989271164,5.15000009536743,0.0,27,12,228,1173,1861
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,4/7/2016,10198,6.44000005722046,6.44000005722046,0.0,1.20000004768372,0.790000021457672,4.44999980926514,0.0,17,20,195,1208,1755
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,4/8/2016,12521,7.94000005722046,7.94000005722046,0.0,3.30999994277954,0.899999976158142,3.74000000953674,0.0,46,22,212,1160,1895
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,4/9/2016,12432,8.10000038146973,8.10000038146973,0.0,2.58999991416931,0.589999973773956,4.92000007629395,0.0,32,15,248,738,1883
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,4/10/2016,10057,6.98000001907349,6.98000001907349,0.0,4.0,0.490000009536743,2.48000001907349,0.0,44,13,168,737,1755
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,4/11/2016,10990,7.26000022888184,7.26000022888184,0.0,2.03999996185303,0.569999992847443,4.65000009536743,0.0,26,14,216,855,1811
1503960366,4/14/2016,10460.0,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,4/12/2016,224,0.140000000596046,0.140000000596046,0.0,0.0,0.0,0.129999995231628,0.0,0,0,9,32,50
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,3/25/2016,11004,7.1100001335144,7.1100001335144,0.0,2.5699999332428,0.46000000834465,4.07000017166138,0.0,33,12,205,804,1819
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,3/26/2016,17609,11.5500001907349,11.5500001907349,0.0,6.92000007629395,0.730000019073486,3.91000008583069,0.0,89,17,274,588,2154
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,3/27/2016,12736,8.52999973297119,8.52999973297119,0.0,4.65999984741211,0.159999996423721,3.71000003814697,0.0,56,5,268,605,1944
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,3/28/2016,13231,8.93000030517578,8.93000030517578,0.0,3.19000005722046,0.790000021457672,4.94999980926514,0.0,39,20,224,1080,1932
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,3/29/2016,12041,7.84999990463257,7.84999990463257,0.0,2.16000008583069,1.0900000333786,4.6100001335144,0.0,28,28,243,763,1886
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,3/30/2016,10970,7.15999984741211,7.15999984741211,0.0,2.35999989509583,0.509999990463257,4.28999996185303,0.0,30,13,223,1174,1820
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,3/31/2016,12256,7.8600001335144,7.8600001335144,0.0,2.28999996185303,0.490000009536743,5.03999996185303,0.0,33,12,239,820,1889
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,4/1/2016,12262,7.86999988555908,7.86999988555908,0.0,3.3199999332428,0.829999983310699,3.64000010490417,0.0,47,21,200,866,1868
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,4/2/2016,11248,7.25,7.25,0.0,3.0,0.449999988079071,3.74000000953674,0.0,40,11,244,636,1843
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,4/3/2016,10016,6.36999988555908,6.36999988555908,0.0,0.910000026226044,1.27999997138977,4.17999982833862,0.0,15,30,314,655,1850
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,4/4/2016,14557,9.80000019073486,9.80000019073486,0.0,3.39000010490417,0.699999988079071,5.69000005722046,0.0,43,18,285,757,2030
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,4/5/2016,14844,9.72999954223633,9.72999954223633,0.0,2.94000005722046,0.759999990463257,6.03999996185303,0.0,36,18,341,736,2083
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,4/6/2016,11974,7.67000007629395,7.67000007629395,0.0,2.03999996185303,0.479999989271164,5.15000009536743,0.0,27,12,228,1173,1861
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,4/7/2016,10198,6.44000005722046,6.44000005722046,0.0,1.20000004768372,0.790000021457672,4.44999980926514,0.0,17,20,195,1208,1755
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,4/8/2016,12521,7.94000005722046,7.94000005722046,0.0,3.30999994277954,0.899999976158142,3.74000000953674,0.0,46,22,212,1160,1895
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,4/9/2016,12432,8.10000038146973,8.10000038146973,0.0,2.58999991416931,0.589999973773956,4.92000007629395,0.0,32,15,248,738,1883
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,4/10/2016,10057,6.98000001907349,6.98000001907349,0.0,4.0,0.490000009536743,2.48000001907349,0.0,44,13,168,737,1755
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,4/11/2016,10990,7.26000022888184,7.26000022888184,0.0,2.03999996185303,0.569999992847443,4.65000009536743,0.0,26,14,216,855,1811
1503960366,4/15/2016,9762.0,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,4/12/2016,224,0.140000000596046,0.140000000596046,0.0,0.0,0.0,0.129999995231628,0.0,0,0,9,32,50
1503960366,4/16/2016,12669.0,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36.0,10.0,221.0,773.0,1863.0,3/25/2016,11004,7.1100001335144,7.1100001335144,0.0,2.5699999332428,0.46000000834465,4.07000017166138,0.0,33,12,205,804,1819
1503960366,4/16/2016,12669.0,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36.0,10.0,221.0,773.0,1863.0,3/26/2016,17609,11.5500001907349,11.5500001907349,0.0,6.92000007629395,0.730000019073486,3.91000008583069,0.0,89,17,274,588,2154
1503960366,4/16/2016,12669.0,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36.0,10.0,221.0,773.0,1863.0,3/27/2016,12736,8.52999973297119,8.52999973297119,0.0,4.65999984741211,0.159999996423721,3.71000003814697,0.0,56,5,268,605,1944
1503960366,4/16/2016,12669.0,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36.0,10.0,221.0,773.0,1863.0,3/28/2016,13231,8.93000030517578,8.93000030517578,0.0,3.19000005722046,0.790000021457672,4.94999980926514,0.0,39,20,224,1080,1932
1503960366,4/16/2016,12669.0,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36.0,10.0,221.0,773.0,1863.0,3/29/2016,12041,7.84999990463257,7.84999990463257,0.0,2.16000008583069,1.0900000333786,4.6100001335144,0.0,28,28,243,763,1886
1503960366,4/16/2016,12669.0,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36.0,10.0,221.0,773.0,1863.0,3/30/2016,10970,7.15999984741211,7.15999984741211,0.0,2.35999989509583,0.509999990463257,4.28999996185303,0.0,30,13,223,1174,1820
1503960366,4/16/2016,12669.0,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36.0,10.0,221.0,773.0,1863.0,3/31/2016,12256,7.8600001335144,7.8600001335144,0.0,2.28999996185303,0.490000009536743,5.03999996185303,0.0,33,12,239,820,1889
1503960366,4/16/2016,12669.0,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36.0,10.0,221.0,773.0,1863.0,4/1/2016,12262,7.86999988555908,7.86999988555908,0.0,3.3199999332428,0.829999983310699,3.64000010490417,0.0,47,21,200,866,1868
1503960366,4/16/2016,12669.0,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36.0,10.0,221.0,773.0,1863.0,4/2/2016,11248,7.25,7.25,0.0,3.0,0.449999988079071,3.74000000953674,0.0,40,11,244,636,1843
1503960366,4/16/2016,12669.0,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36.0,10.0,221.0,773.0,1863.0,4/3/2016,10016,6.36999988555908,6.36999988555908,0.0,0.910000026226044,1.27999997138977,4.17999982833862,0.0,15,30,314,655,1850
1503960366,4/16/2016,12669.0,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36.0,10.0,221.0,773.0,1863.0,4/4/2016,14557,9.80000019073486,9.80000019073486,0.0,3.39000010490417,0.699999988079071,5.69000005722046,0.0,43,18,285,757,2030
